17422,-0.13,0.11,6.96,6.95,4.4,-0.03
17430,-0.22,0.05,7.64,6.47,4.4,-0.01
17439,-0.13,0.01,7.08,6.94,4.4,0
17448,-0.22,0,6.94,6.94,4.61,0.01
17457,-0.22,0.01,7.13,6.96,3.98,0.02
17465,-0.22,0.08,6.69,7.21,4.19,-0.02
17474,-0.22,0.06,7.32,6.73,4.19,-0.01
17483,-0.31,0.04,7.12,6.88,4.19,0
17492,-0.31,0,7.02,6.89,3.98,0.02
17501,-0.22,0.03,6.75,7.19,3.98,0.01
17511,-0.04,0.1,6.92,7.03,4.61,-0.03
17521,-0.57,-0.02,7.64,6.45,2.72,0.05
17530,-0.31,0.08,6.16,7.65,3.35,-0.01
17538,-0.04,0.09,7.14,6.84,3.56,-0.01
17547,-0.22,0.09,7.21,6.91,3.56,-0.02
17557,-0.22,0.03,7.17,6.91,3.77,0
17568,-0.22,0,6.94,7.03,2.72,0.04
17577,-0.22,0.12,6.31,7.53,3.14,-0.02
17587,-0.22,0.12,7.42,6.62,2.72,-0.02
17596,-0.22,0.05,7.34,6.75,3.14,0
17605,-0.04,0.05,7.06,6.93,3.14,-0.01
17613,-0.22,0.01,7.19,6.92,2.72,0.02
17624,-0.22,0.11,6.58,7.3,2.72,-0.03
17633,-0.22,0.04,7.68,6.45,2.3,0.01
17641,-0.04,0.05,7.08,6.93,2.51,-0.01
17650,-0.22,0,7.12,6.75,2.72,0.01
17660,0.48,0.03,6.91,7.07,2.72,0
17668,-0.22,0.04,6.95,6.94,2.51,0
17677,-0.13,0.03,6.98,7.02,2.72,0
17687,-0.22,0.07,6.83,7.06,2.3,0
17697,-0.13,0.06,7.06,6.85,2.72,-0.01
17706,-0.22,0.04,7.15,6.85,2.72,0
17716,-0.13,0.04,6.9,7.03,2.3,0.01
17724,-0.04,0.04,6.82,7.1,1.47,0.03
17734,-0.31,0.15,6.51,7.29,2.09,-0.03
17742,-0.57,0.09,7.47,6.53,2.09,-0.01
17752,-0.22,0.05,6.9,6.99,2.09,0
17762,-0.22,0.04,7.09,6.83,2.09,0.01
17771,-0.13,0.04,6.8,7.07,2.3,0.01
17779,-0.22,0.08,6.77,7.14,2.09,-0.01
17789,-0.31,0.06,7.26,6.76,1.67,0.01
17799,-0.13,0.09,6.85,7.07,1.88,-0.02
17808,-0.22,0.09,7.23,6.81,1.67,-0.02
17816,-0.13,0.02,7.35,6.69,1.67,0.01
17825,-0.22,0.05,6.93,7.08,1.88,-0.01
17835,-0.31,0.02,7.46,6.65,1.67,0
17844,-0.13,0.04,6.88,7.07,1.05,0
17854,-0.13,0.05,7.04,6.98,1.67,-0.01
17864,-0.22,0.01,7.28,6.75,1.67,0.01
17873,-0.22,0.03,6.84,7.12,1.47,0
17883,-0.22,0.06,6.92,7.05,1.47,-0.01
17893,-0.13,0.04,7.41,6.68,1.26,0
17902,-0.31,0.07,6.73,7.13,1.26,-0.02
17911,-0.22,0.04,6.9,7.03,1.47,0
17921,-0.13,0.05,6.74,7.17,1.47,0
17929,-0.22,0.07,6.86,7.07,1.26,0
17939,0.48,0.1,6.67,7.15,1.26,-0.01
17948,-0.13,0.11,6.95,7.04,1.05,-0.01
17958,-0.4,0.09,6.99,6.99,1.26,0
17967,-0.13,0.08,7.1,6.93,1.05,0
17976,-0.13,0.06,7.05,6.87,1.05,0.01
17985,-0.13,0.05,6.84,7.03,1.05,0.01
17994,-0.13,0.1,6.85,7.08,1.26,-0.01
18003,-0.84,0.08,7.14,6.81,1.05,0
18012,-0.13,0.06,7.27,6.78,0.84,0
18022,-0.04,0.09,6.94,6.99,0.63,-0.01
18032,-0.13,0.04,7.36,6.81,0.84,0
18042,-0.13,0.02,7.01,6.95,1.05,0.01
18050,-0.31,0.04,7.09,6.93,0.21,0.01
18060,-0.13,0.1,6.9,7.06,0,-0.02
18070,-0.13,0.05,7.31,6.77,0.42,-0.01
18079,-0.04,0.04,7.23,6.83,-0.42,0.01
18087,-0.22,0.03,6.94,7.02,0.21,0
18096,-0.04,0.07,6.87,7.12,0.21,-0.01
18105,-0.22,0.06,7.31,6.77,0.63,-0.02
18114,-0.13,0,7.15,6.84,1.05,0
18123,-0.22,0,6.92,6.98,0.42,0.02
18132,-0.22,0.06,6.67,7.24,0.63,-0.01
18141,-0.22,0.08,6.98,7.01,0.42,-0.01
18149,-0.13,0.05,7.37,6.74,0.42,0.01
18159,-0.84,0.03,6.74,7.03,0.42,0.01
18169,-0.13,0.07,6.99,7.08,0,0
18178,-0.13,0.08,7.22,6.77,0.42,-0.01
18187,-0.13,0.05,7.43,6.62,0,0
18195,-0.13,0.01,7.25,6.8,0.21,0.01
18205,-0.13,0.02,6.8,7.1,0,0.01
18214,-0.13,0.05,6.99,6.97,0,0
18223,-0.13,0.05,7.13,6.83,0,0
18232,-0.13,0.03,7.06,6.85,0.21,0
18241,-0.31,0.04,6.98,6.99,0,0
18250,-0.31,0.07,6.97,6.92,0.63,-0.02
18260,-0.13,0.02,7.57,6.57,0,0.01
18270,-0.13,0.04,6.87,7.07,0.21,-0.01
18279,-0.13,0.02,7.27,6.72,0.21,0
18288,-0.22,0.02,6.73,7.1,-0.21,0.01
18298,-0.31,0.03,6.9,6.9,-0.21,0.01
18307,-0.22,0.07,6.7,7.15,-0.42,0
18317,0.04,0.11,7.11,6.9,-0.63,-0.01
18325,-0.22,0.07,7.28,6.82,-0.42,-0.01
18336,-0.04,0.02,7.07,6.88,-0.21,0.01
18346,-0.22,0.03,6.7,7.18,-1.26,0.03
18355,-0.13,0.08,6.82,7.08,-0.63,0
18365,0.66,0.12,7.24,6.76,-0.84,-0.02
18375,-0.13,0.08,7.59,6.52,-1.26,-0.02
18385,-0.22,0.01,7.12,6.94,-1.05,0
18394,-0.22,0,6.76,7.13,-0.84,0.02
18405,-0.13,0.02,6.95,7.03,-1.26,0.02
18414,-0.13,0.12,6.69,7.22,-1.05,-0.02
18423,-0.22,0.1,7.4,6.61,-1.26,-0.01
18431,-0.22,0.04,7.39,6.7,-1.05,0
18442,-0.4,-0.01,7.23,6.79,-1.26,0.02
18451,-0.22,0.01,6.7,7.26,-1.05,0.01
18460,-0.13,0.07,6.77,7.19,-1.67,0.01
18469,-0.13,0.09,7.1,6.87,-1.26,-0.01
18478,-0.13,0.09,7.08,6.87,-1.67,-0.01
18487,-0.22,0.04,7.3,6.76,-1.88,0.01
18497,-0.13,0.05,6.82,7.1,-1.47,0.01
18507,-0.22,0.05,6.83,7,-1.47,0.01
18516,-0.04,0.07,6.98,6.99,-1.88,0.01
18525,-0.13,0.11,6.96,6.99,-1.88,-0.01
18535,-0.04,0.07,7.39,6.7,-2.09,0
18543,-0.13,0.07,7.01,6.93,-2.09,0
18552,-0.13,0.04,7.04,6.84,-2.3,0.01
18560,-0.13,0.07,6.77,7.03,-1.88,-0.01
18570,-0.13,0.07,7.13,6.82,-2.09,0
18580,-0.22,0.04,7.14,6.82,-2.51,0.01
18590,-0.13,0.08,6.64,7.19,-2.09,-0.01
18598,-0.13,0.05,7.11,6.82,-3.14,0.02
18608,-0.13,0.12,6.77,7.08,-2.3,-0.02
18617,-0.13,0.08,7.41,6.7,-2.09,-0.01
18626,-0.13,0.01,7.44,6.67,-2.93,0.03
18635,-0.04,0.08,6.67,7.14,-2.72,-0.01
18645,0.31,0.05,7.35,6.74,-3.14,0.01
18654,-0.13,0.06,6.85,7.16,-2.72,0
18663,-0.13,0.04,7.06,6.93,-2.3,0.01
18673,-0.04,0.04,6.88,7.09,-2.51,0.02
18682,-0.13,0.07,6.86,6.96,-3.14,0.01
18692,-0.13,0.1,6.89,7.08,-2.93,-0.01
18700,-0.13,0.1,7.11,6.89,-2.93,-0.01
18710,-0.13,0.06,7.12,6.91,-3.98,0.02
18719,-0.13,0.1,6.77,7.15,-3.56,0
18729,-0.04,0.12,7.26,6.81,-3.56,-0.02
18737,-0.13,0.09,7.14,6.87,-3.35,-0.01
18748,-0.04,0.02,7.18,6.79,-2.72,0.01
18758,-0.57,0.03,7.23,6.95,-3.56,0.02
18766,-0.04,0.05,7.02,7.01,-3.35,0.01
18776,-0.04,0.06,7.31,6.76,-3.56,0
18786,0.13,0.06,7.24,6.89,-3.14,-0.01
18795,-0.13,-0.02,7.5,6.56,-3.98,0.03
18803,-0.13,0.03,6.7,7.21,-3.77,0.01
18813,-0.04,0.06,7.02,6.94,-3.98,0
18822,-0.04,0.1,7.09,6.92,-3.56,-0.02
18832,-0.13,0.05,7.32,6.7,-3.98,0
18841,0.04,-0.02,7.24,6.76,-3.98,0.03
18851,-0.13,0.05,6.63,7.18,-3.56,0
18860,-0.04,0.04,7.15,6.84,-3.98,0.01
18869,-0.13,0.09,7.25,6.9,-4.4,-0.01
18878,-0.04,0.04,7.16,6.85,-3.56,0
18888,-0.04,0,7.27,6.86,-3.77,0.02
18898,-0.22,0.06,6.9,7.04,-4.4,0
18906,0.13,0.08,7.19,6.9,-4.4,0
18916,-0.04,0.07,7.38,6.67,-4.81,0
18926,-0.13,0.05,7.13,6.8,-4.61,-0.01
18935,-0.13,0,7.18,6.86,-4.61,0.02
18944,-0.04,0.02,6.84,7.1,-3.98,0.01
18952,-0.13,0.05,6.91,7.04,-4.19,0
18963,-0.13,0.04,6.97,6.97,-5.02,0.03
18971,-0.04,0.09,6.81,7.16,-4.61,0
18981,-0.13,0.12,7.01,6.88,-4.81,-0.01
18990,-0.13,0.1,7.33,6.82,-5.44,0
18999,-0.04,0.06,7.25,6.67,-5.02,0
19007,-0.04,0.05,7.02,6.91,-4.81,0.01
19015,-0.04,0.06,6.9,7.04,-4.81,0.01
19024,-0.04,0.05,6.98,6.92,-5.02,0.01
19032,-0.04,0.09,6.81,7.11,-4.81,0
19041,-0.13,0.08,7.17,6.8,-5.02,0
19049,-0.13,0.08,7.04,6.92,-4.81,0
19057,-0.13,0.05,7.21,6.77,-5.44,0.02
19065,-0.04,0.11,6.67,7.21,-5.44,-0.01
19074,-0.22,0.09,7.21,6.74,-5.65,0
19082,0.04,0.1,7.27,6.76,-5.44,-0.01
19090,0.04,0.05,7.16,6.76,-5.65,0.01
19098,-0.4,0.06,7.1,6.93,-5.44,0
19106,-0.22,0.05,7.02,6.97,-5.65,0.01
19114,-0.04,0.1,6.85,7.11,-5.44,-0.01
19123,-0.04,0.06,7.1,6.84,-5.86,0.01
19131,-0.04,0.06,7.38,6.67,-5.02,0
19140,-0.04,0.07,6.89,7.04,-5.86,0.01
19148,0.04,0.05,6.98,6.94,-6.07,0.02
19157,-0.75,0.11,6.78,7.13,-5.44,-0.01
19166,0.04,0.09,7.21,6.85,-6.07,0
19174,0.04,0.1,6.81,7.02,-6.28,0
19182,-0.04,0.07,6.8,7.04,-6.28,0.02
19190,-0.13,0.14,6.74,7.16,-6.28,-0.01
19199,-0.04,0.14,7.09,6.82,-6.07,-0.01
19208,-0.04,0.09,7.32,6.72,-6.07,0
19216,-0.04,0.07,6.99,6.97,-6.7,0.02
19225,0.04,0.1,6.83,7.18,-6.49,0
19233,0.04,0.12,6.92,7.06,-6.28,-0.01
19241,-0.04,0.1,7.22,6.77,-6.49,0
19250,0.04,0.1,7.06,6.98,-6.28,-0.01
19258,0.13,0.09,7.27,6.77,-6.49,0
19267,0.04,0.06,7.2,6.79,-6.49,0.01
19275,-0.04,0.07,6.96,7,-6.28,0
19284,0.04,0.09,7.1,6.9,-6.28,-0.01
19292,0.04,0.04,7.28,6.74,-6.07,0.01
19300,0.66,0.06,6.86,7.05,-6.49,0
19309,0.04,0.03,6.99,7,-6.49,0.03
19317,0.04,0.14,6.71,7.19,-6.49,-0.02
19325,-0.13,0.1,7.38,6.69,-6.91,0
19334,0.04,0.08,7.07,6.87,-6.7,0
19342,0.04,0.05,7.08,6.9,-6.7,0.02
19351,0.04,0.07,6.81,7.12,-6.91,0.01
19360,-0.48,0.11,6.76,7.15,-6.91,0
19369,0.04,0.13,7.03,6.97,-7.33,0
19377,0.04,0.14,7.05,6.89,-7.33,-0.01
19386,0.13,0.09,7.25,6.81,-7.75,0.01
19395,0.22,0.13,6.7,7.24,-6.91,-0.02
19404,0.13,0.07,7.33,6.65,-7.33,0.01
19413,0.13,0.09,6.82,7.02,-7.33,0
19421,0.13,0.08,7.11,6.92,-7.12,0.01
19430,0.13,0.09,7.19,6.8,-7.12,0
19440,0.22,0.1,7.16,6.8,-6.91,-0.02
19449,0.13,0.03,7.52,6.58,-7.12,0.01
19457,0.84,0.04,6.95,6.97,-7.12,0.01
19467,0.22,0.03,6.88,7.01,-7.54,0.02
19477,0.04,0.1,6.7,7.26,-7.54,-0.01
19486,0.13,0.11,7.21,6.77,-7.33,-0.01
19495,0.04,0.04,7.37,6.57,-7.95,0.02
19505,0.13,0.07,6.81,7.11,-7.33,0
19515,0.13,0.08,7.41,6.58,-8.37,0
19524,0.04,0.1,6.74,7.22,-7.54,-0.02
19534,-0.04,0.04,7.48,6.45,-7.54,0.01
19543,0.13,0.03,6.79,7.2,-7.33,0.01
19552,-0.13,0.05,6.78,7.1,-8.16,0.02
19560,0.13,0.12,7.08,6.93,-8.16,-0.01
19570,0.13,0.11,7.31,6.67,-8.16,-0.02
19579,0.13,0.07,7.28,6.75,-7.95,-0.01
19589,0.13,0,7.35,6.78,-7.95,0.02
19598,0.13,0.03,6.76,7.13,-7.75,0.01
19608,0.13,0.09,6.92,6.92,-8.58,0
19617,0.22,0.07,6.96,6.84,-7.95,0
19626,0.22,0.04,7.3,6.75,-8.37,0.02
19636,0.13,0.03,6.64,7.17,-8.58,0.03
19647,0.22,0.14,7.04,6.79,-8.37,-0.02
19656,0.22,0.07,7.72,6.47,-8.37,0
19665,0.22,0.03,7.3,6.8,-8.79,0.01
19675,0.48,0.03,6.87,7.06,-9.21,0.02
19684,0.13,0.09,6.79,7.06,-9,0
19694,0.22,0.1,7.31,6.69,-9,-0.01
19703,0.13,0.02,7.53,6.6,-8.79,0.01
19713,0.13,0.04,6.75,7.12,-9.21,0.01
19722,-0.13,0.08,6.82,7.05,-9.21,0
19732,0.13,0.09,7.09,6.97,-9,-0.01
19741,-0.04,0.07,7.38,6.62,-9.42,0
19751,0.31,0.07,7.13,6.85,-9.21,0
19759,-0.22,0.03,7.2,6.82,-9.21,0.02
19770,0.13,0.06,6.85,7.1,-9.63,0.01
19780,0.04,0.09,7.09,6.81,-9.42,-0.01
19789,0.22,0.06,7.31,6.65,-9.63,0
19799,0.22,0.04,6.96,6.92,-9.84,0.01
19809,-0.04,0.05,6.75,7.09,-10.05,0.02
19817,0.22,0.08,6.96,6.99,-10.05,0.01
19826,0.22,0.12,6.89,6.99,-10.05,-0.01
19836,0.22,0.09,7.26,6.75,-10.05,0
19847,0.13,0.06,7.16,6.84,-9.84,0.01
19857,0.31,0.09,7.11,6.86,-10.47,0
19866,0.22,0.09,6.82,7.18,-10.26,0
19877,0.22,0.08,7.13,6.85,-9.84,0
19887,0.13,0.12,7.18,6.82,-9.63,-0.03
19895,0.22,0.02,7.63,6.45,-10.47,0.02
19905,0.22,0.06,6.89,7.08,-11.3,0.01
19916,0.22,0.13,6.67,7.15,-11.09,-0.02
19924,0.31,0.07,7.02,6.87,-10.26,0
19934,0.31,0.08,6.72,7.17,-10.47,0.01
19944,0.22,0.08,7.14,6.91,-10.89,0.02
19953,0.31,0.14,6.83,6.99,-10.68,-0.02
19961,0.22,0.13,7.13,6.77,-10.68,-0.02
19971,0.31,0.06,7.1,6.87,-10.47,0.01
19980,0.22,0.06,6.87,7.13,-11.3,0.03
19989,0.13,0.09,6.8,7.15,-11.09,0.02
19998,1.01,0.18,6.82,6.96,-10.47,-0.03
20007,0.22,0.11,7.67,6.5,-10.89,-0.01
20017,0.31,0.02,7.15,6.86,-11.09,0.03
20026,0.31,0.06,6.57,7.29,-11.3,0.02
20036,-0.22,0.15,6.87,6.91,-12.14,0
20046,0.4,0.16,7.49,6.56,-11.72,-0.03
20055,0.22,0.09,7.41,6.51,-10.89,-0.02
20064,0.31,0,7.45,6.67,-10.68,0.01
20074,0.31,-0.01,6.78,6.98,-11.72,0.03
20083,0.22,0.1,6.44,7.35,-11.51,-0.01
20092,0.31,0.09,7.29,6.7,-11.72,0.01
20100,1.1,0.11,7.03,6.85,-11.72,-0.01
20111,0.13,0.05,7.2,6.68,-11.51,0.01
20121,0.31,0.06,6.74,7.19,-11.3,0.01
20130,0.48,0.1,7.2,6.76,-11.51,-0.01
20139,0.31,0.07,7.13,6.93,-11.51,0.01
20148,0.4,0.09,6.79,7.1,-12.77,0.02
20158,0.4,0.14,6.61,7.26,-11.72,-0.01
20167,0.31,0.12,7.75,6.46,-11.72,-0.01
20177,0.4,0.09,7.38,6.72,-11.72,-0.01
20187,0.48,0.02,7.42,6.75,-11.93,0.02
20195,0.4,0.04,6.8,7.11,-12.35,0.02
20204,0.4,0.09,6.95,7.07,-11.72,-0.01
20215,0.4,0.08,7.22,6.88,-12.77,0.01
20225,0.4,0.11,6.65,7.19,-12.56,0
20234,0.57,0.08,7.14,6.79,-12.14,0.01
20244,0.4,0.1,6.75,7.01,-11.72,0
20254,0.31,0.1,7.31,6.79,-12.35,0
20263,0.4,0.08,7.12,6.86,-12.35,0.01
20272,0.48,0.09,7.16,6.9,-12.56,0
20281,0.31,0.1,6.99,6.96,-13.19,0.01
20291,0.4,0.13,7.3,6.78,-13.19,-0.02
20300,0.48,0.08,7.38,6.7,-12.77,-0.01
20309,0.48,0.04,7.09,6.74,-12.98,0.01
20319,0.66,0.03,7.05,6.98,-12.98,0.02
20329,0.4,0.09,6.76,7.29,-12.77,0
20337,0.48,0.09,7.34,6.73,-12.56,0
20348,0.31,0.06,7.29,6.58,-12.77,0.01
20358,0.57,0.06,7.54,6.53,-13.19,0
20366,0.48,0.04,7.14,6.86,-12.35,-0.01
20377,0.4,0.01,7.24,6.86,-12.77,0.02
20386,0.48,0.04,6.95,7.06,-12.77,0.01
20396,0.48,0.09,6.84,7.11,-12.77,-0.01
20404,0.48,0.07,7.47,6.5,-12.35,-0.01
20413,0.4,0.04,7.36,6.64,-13.4,0.02
20422,0.48,0.04,6.94,7.02,-13.4,0.01
20431,0.48,0.12,6.96,6.95,-13.4,-0.02
20440,0.48,0.09,7.46,6.55,-13.4,-0.01
20450,0.4,0.04,7.33,6.69,-13.61,0.01
20460,0.48,0.03,7.06,7.02,-12.98,0
20469,0.48,0.03,7.36,6.6,-13.4,0.01
20479,0.57,0.08,7.23,6.73,-13.4,-0.02
20489,0.4,0.02,7.44,6.56,-13.61,0
20498,0.66,0.01,7.16,6.87,-13.4,0.01
20507,0.4,0.05,6.95,6.89,-13.82,-0.01
20516,0.4,0.03,7.25,6.68,-13.82,0.01
20526,0.48,0.03,6.89,7.08,-13.4,0.01
20536,0.4,0.09,7.1,6.9,-13.19,-0.02
20545,0.4,0.03,7.45,6.59,-13.19,0.01
20553,0.48,0.02,7.23,6.83,-12.56,0
20563,0.4,0.03,6.82,7.04,-12.98,0.01
20571,0.4,0.06,7.08,6.99,-13.4,0.01
20581,0.48,0.11,6.98,6.95,-13.82,-0.01
20592,0.48,0.1,7.07,6.99,-13.61,-0.01
20600,-0.04,0.08,7.27,6.76,-13.61,0
20611,1.1,0.08,6.84,7.07,-13.4,0
20620,0.48,0.08,7.23,6.7,-13.4,0
20630,0.04,0.09,7.38,6.62,-11.51,-0.04
20638,0.13,-0.03,7.94,6.31,-14.03,0.04
20648,0.48,0.04,5.88,7.86,-13.82,0.02
20658,0.4,0.14,6.59,7.17,-13.61,-0.01
20668,0.48,0.14,7.42,6.57,-13.61,-0.01
20676,0.48,0.13,7.35,6.7,-14.03,-0.02
20687,0.57,0.03,7.53,6.53,-14.23,0.02
20697,0.48,0.11,6.54,7.14,-14.44,-0.01
20706,0.66,0.1,7.25,6.71,-14.44,0
20715,0.48,0.06,6.89,6.84,-13.82,0
20725,0.48,0.08,6.88,7.13,-14.86,0.02
20735,0.48,0.1,6.97,7.03,-14.23,0
20744,0.75,0.15,6.98,6.96,-14.44,-0.02
20753,1.1,0.11,7.53,6.46,-14.65,-0.01
20763,0.48,0.06,7.22,6.81,-14.86,0.01
20772,0.48,0.07,7.16,6.9,-14.44,0
20781,0.48,0.09,7.13,6.79,-14.65,-0.01
20791,0.57,0.07,7.43,6.52,-14.44,-0.01
20803,0.48,0.01,7.22,6.7,-14.65,0.02
20811,0.57,0.06,6.86,7.32,-14.23,0
20821,0.84,0.05,7.38,6.51,-14.65,0.01
20831,0.48,0.07,6.65,7.14,-14.23,-0.01
20841,0.57,0.05,7.25,6.84,-14.65,0.02
20850,0.66,0.07,7.02,7.05,-14.86,0.01
20860,0.4,0.11,7.29,6.65,-14.23,-0.02
20870,0.48,0.06,7.38,6.7,-15.07,0.01
20879,0.57,0.07,6.96,7.04,-14.65,0
20889,0.66,0.07,6.66,7.22,-14.86,0.01
20899,0.66,0.07,7.06,6.93,-14.86,0.02
20908,0.4,0.16,6.72,7.19,-14.65,-0.02
20917,0.66,0.12,7.5,6.56,-14.86,-0.01
20927,0.66,0.11,7.23,6.81,-15.28,-0.01
20936,0.48,0.05,7.01,6.96,-15.7,0.03
20945,0.66,0.09,6.59,7.33,-14.86,0.01
20955,0.57,0.16,6.75,7.2,-15.28,-0.01
20964,0.75,0.14,7.47,6.45,-15.07,-0.01
20972,0.92,0.11,7.43,6.54,-15.7,-0.01
20981,0.66,0.05,7.2,6.67,-15.07,0.01
